problem,solver,phi,eps,n_evals,seed,generation,n_candidates,n_pop,rank_1_of_candidates,survivors_from_rank_1,n_fronts
zdt1_interval,mopso,ls,0.05,5000,11,21,200,100,101,,4
zdt1_interval,mopso,ls,0.05,5000,11,22,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,11,23,200,100,100,,4
zdt1_interval,mopso,ls,0.05,5000,11,24,200,100,92,,5
zdt1_interval,mopso,ls,0.05,5000,11,25,200,100,93,,5
zdt1_interval,mopso,ls,0.05,5000,11,26,200,100,86,,5
zdt1_interval,mopso,ls,0.05,5000,11,27,200,100,86,,6
zdt1_interval,mopso,ls,0.05,5000,11,28,200,100,98,,5
zdt1_interval,mopso,ls,0.05,5000,11,29,200,100,97,,5
zdt1_interval,mopso,ls,0.05,5000,11,30,200,100,93,,5
zdt1_interval,mopso,ls,0.05,5000,11,31,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,11,32,200,100,108,,4
zdt1_interval,mopso,ls,0.05,5000,11,33,200,100,89,,4
zdt1_interval,mopso,ls,0.05,5000,11,34,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,11,35,200,100,110,,5
zdt1_interval,mopso,ls,0.05,5000,11,36,200,100,86,,6
zdt1_interval,mopso,ls,0.05,5000,11,37,200,100,79,,5
zdt1_interval,mopso,ls,0.05,5000,11,38,200,100,84,,5
zdt1_interval,mopso,ls,0.05,5000,11,39,200,100,78,,5
zdt1_interval,mopso,ls,0.05,5000,11,40,200,100,86,,4
zdt1_interval,mopso,ls,0.05,5000,11,41,200,100,95,,5
zdt1_interval,mopso,ls,0.05,5000,11,42,200,100,99,,5
zdt1_interval,mopso,ls,0.05,5000,11,43,200,100,85,,6
zdt1_interval,mopso,ls,0.05,5000,11,44,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,11,45,200,100,84,,4
zdt1_interval,mopso,ls,0.05,5000,11,46,200,100,81,,4
zdt1_interval,mopso,ls,0.05,5000,11,47,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,11,48,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,11,49,200,100,84,,4
zdt1_interval,mopso,ls,0.05,5000,12,1,100,100,43,,4
zdt1_interval,mopso,ls,0.05,5000,12,2,200,100,77,,5
zdt1_interval,mopso,ls,0.05,5000,12,3,200,100,78,,5
zdt1_interval,mopso,ls,0.05,5000,12,4,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,12,5,200,100,83,,6
zdt1_interval,mopso,ls,0.05,5000,12,6,200,100,85,,6
zdt1_interval,mopso,ls,0.05,5000,12,7,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,12,8,200,100,93,,5
zdt1_interval,mopso,ls,0.05,5000,12,9,200,100,98,,4
zdt1_interval,mopso,ls,0.05,5000,12,10,200,100,98,,5
zdt1_interval,mopso,ls,0.05,5000,12,11,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,12,12,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,12,13,200,100,86,,5
zdt1_interval,mopso,ls,0.05,5000,12,14,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,12,15,200,100,71,,5
zdt1_interval,mopso,ls,0.05,5000,12,16,200,100,66,,5
zdt1_interval,mopso,ls,0.05,5000,12,17,200,100,86,,6
zdt1_interval,mopso,ls,0.05,5000,12,18,200,100,104,,4
zdt1_interval,mopso,ls,0.05,5000,12,19,200,100,99,,6
zdt1_interval,mopso,ls,0.05,5000,12,20,200,100,83,,6
zdt1_interval,mopso,ls,0.05,5000,12,21,200,100,77,,4
zdt1_interval,mopso,ls,0.05,5000,12,22,200,100,75,,5
zdt1_interval,mopso,ls,0.05,5000,12,23,200,100,89,,4
zdt1_interval,mopso,ls,0.05,5000,12,24,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,12,25,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,12,26,200,100,71,,5
zdt1_interval,mopso,ls,0.05,5000,12,27,200,100,73,,6
zdt1_interval,mopso,ls,0.05,5000,12,28,200,100,75,,5
zdt1_interval,mopso,ls,0.05,5000,12,29,200,100,92,,4
zdt1_interval,mopso,ls,0.05,5000,12,30,200,100,89,,5
zdt1_interval,mopso,ls,0.05,5000,12,31,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,12,32,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,12,33,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,12,34,200,100,78,,6
zdt1_interval,mopso,ls,0.05,5000,12,35,200,100,82,,5
zdt1_interval,mopso,ls,0.05,5000,12,36,200,100,105,,5
zdt1_interval,mopso,ls,0.05,5000,12,37,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,12,38,200,100,91,,4
zdt1_interval,mopso,ls,0.05,5000,12,39,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,12,40,200,100,112,,5
zdt1_interval,mopso,ls,0.05,5000,12,41,200,100,107,,5
zdt1_interval,mopso,ls,0.05,5000,12,42,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,12,43,200,100,80,,6
zdt1_interval,mopso,ls,0.05,5000,12,44,200,100,89,,6
zdt1_interval,mopso,ls,0.05,5000,12,45,200,100,108,,4
zdt1_interval,mopso,ls,0.05,5000,12,46,200,100,100,,5
zdt1_interval,mopso,ls,0.05,5000,12,47,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,12,48,200,100,95,,5
zdt1_interval,mopso,ls,0.05,5000,12,49,200,100,92,,4
zdt1_interval,mopso,ls,0.05,5000,13,1,100,100,49,,5
zdt1_interval,mopso,ls,0.05,5000,13,2,200,100,65,,5
zdt1_interval,mopso,ls,0.05,5000,13,3,200,100,84,,4
zdt1_interval,mopso,ls,0.05,5000,13,4,200,100,101,,4
zdt1_interval,mopso,ls,0.05,5000,13,5,200,100,92,,5
zdt1_interval,mopso,ls,0.05,5000,13,6,200,100,79,,4
zdt1_interval,mopso,ls,0.05,5000,13,7,200,100,86,,4
zdt1_interval,mopso,ls,0.05,5000,13,8,200,100,98,,4
zdt1_interval,mopso,ls,0.05,5000,13,9,200,100,94,,4
zdt1_interval,mopso,ls,0.05,5000,13,10,200,100,71,,5
zdt1_interval,mopso,ls,0.05,5000,13,11,200,100,77,,5
zdt1_interval,mopso,ls,0.05,5000,13,12,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,13,13,200,100,93,,4
zdt1_interval,mopso,ls,0.05,5000,13,14,200,100,106,,4
zdt1_interval,mopso,ls,0.05,5000,13,15,200,100,107,,4
zdt1_interval,mopso,ls,0.05,5000,13,16,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,13,17,200,100,89,,5
zdt1_interval,mopso,ls,0.05,5000,13,18,200,100,86,,5
zdt1_interval,mopso,ls,0.05,5000,13,19,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,13,20,200,100,84,,5
zdt1_interval,mopso,ls,0.05,5000,13,21,200,100,89,,5
zdt1_interval,mopso,ls,0.05,5000,13,22,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,13,23,200,100,79,,4
zdt1_interval,mopso,ls,0.05,5000,13,24,200,100,79,,5
zdt1_interval,mopso,ls,0.05,5000,13,25,200,100,94,,4
zdt1_interval,mopso,ls,0.05,5000,13,26,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,13,27,200,100,79,,6
zdt1_interval,mopso,ls,0.05,5000,13,28,200,100,71,,5
zdt1_interval,mopso,ls,0.05,5000,13,29,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,13,30,200,100,95,,5
zdt1_interval,mopso,ls,0.05,5000,13,31,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,13,32,200,100,101,,4
zdt1_interval,mopso,ls,0.05,5000,13,33,200,100,95,,4
zdt1_interval,mopso,ls,0.05,5000,13,34,200,100,81,,4
zdt1_interval,mopso,ls,0.05,5000,13,35,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,13,36,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,13,37,200,100,80,,4
zdt1_interval,mopso,ls,0.05,5000,13,38,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,13,39,200,100,82,,5
zdt1_interval,mopso,ls,0.05,5000,13,40,200,100,84,,5
zdt1_interval,mopso,ls,0.05,5000,13,41,200,100,74,,6
zdt1_interval,mopso,ls,0.05,5000,13,42,200,100,78,,5
zdt1_interval,mopso,ls,0.05,5000,13,43,200,100,93,,6
zdt1_interval,mopso,ls,0.05,5000,13,44,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,13,45,200,100,101,,4
zdt1_interval,mopso,ls,0.05,5000,13,46,200,100,100,,4
zdt1_interval,mopso,ls,0.05,5000,13,47,200,100,100,,5
zdt1_interval,mopso,ls,0.05,5000,13,48,200,100,95,,5
zdt1_interval,mopso,ls,0.05,5000,13,49,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,14,1,100,100,43,,4
zdt1_interval,mopso,ls,0.05,5000,14,2,200,100,70,,5
zdt1_interval,mopso,ls,0.05,5000,14,3,200,100,82,,5
zdt1_interval,mopso,ls,0.05,5000,14,4,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,14,5,200,100,86,,5
zdt1_interval,mopso,ls,0.05,5000,14,6,200,100,79,,5
zdt1_interval,mopso,ls,0.05,5000,14,7,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,14,8,200,100,86,,5
zdt1_interval,mopso,ls,0.05,5000,14,9,200,100,93,,5
zdt1_interval,mopso,ls,0.05,5000,14,10,200,100,82,,5
zdt1_interval,mopso,ls,0.05,5000,14,11,200,100,79,,5
zdt1_interval,mopso,ls,0.05,5000,14,12,200,100,72,,5
zdt1_interval,mopso,ls,0.05,5000,14,13,200,100,78,,5
zdt1_interval,mopso,ls,0.05,5000,14,14,200,100,69,,5
zdt1_interval,mopso,ls,0.05,5000,14,15,200,100,69,,5
zdt1_interval,mopso,ls,0.05,5000,14,16,200,100,76,,5
zdt1_interval,mopso,ls,0.05,5000,14,17,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,14,18,200,100,82,,5
zdt1_interval,mopso,ls,0.05,5000,14,19,200,100,89,,5
zdt1_interval,mopso,ls,0.05,5000,14,20,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,14,21,200,100,72,,5
zdt1_interval,mopso,ls,0.05,5000,14,22,200,100,84,,5
zdt1_interval,mopso,ls,0.05,5000,14,23,200,100,98,,5
zdt1_interval,mopso,ls,0.05,5000,14,24,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,14,25,200,100,80,,6
zdt1_interval,mopso,ls,0.05,5000,14,26,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,14,27,200,100,103,,4
zdt1_interval,mopso,ls,0.05,5000,14,28,200,100,98,,5
zdt1_interval,mopso,ls,0.05,5000,14,29,200,100,91,,5
zdt1_interval,mopso,ls,0.05,5000,14,30,200,100,85,,4
zdt1_interval,mopso,ls,0.05,5000,14,31,200,100,83,,5
zdt1_interval,mopso,ls,0.05,5000,14,32,200,100,112,,5
zdt1_interval,mopso,ls,0.05,5000,14,33,200,100,95,,4
zdt1_interval,mopso,ls,0.05,5000,14,34,200,100,83,,5
zdt1_interval,mopso,ls,0.05,5000,14,35,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,14,36,200,100,83,,6
zdt1_interval,mopso,ls,0.05,5000,14,37,200,100,96,,5
zdt1_interval,mopso,ls,0.05,5000,14,38,200,100,108,,5
zdt1_interval,mopso,ls,0.05,5000,14,39,200,100,112,,4
zdt1_interval,mopso,ls,0.05,5000,14,40,200,100,101,,5
zdt1_interval,mopso,ls,0.05,5000,14,41,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,14,42,200,100,83,,5
zdt1_interval,mopso,ls,0.05,5000,14,43,200,100,77,,5
zdt1_interval,mopso,ls,0.05,5000,14,44,200,100,74,,5
zdt1_interval,mopso,ls,0.05,5000,14,45,200,100,84,,6
zdt1_interval,mopso,ls,0.05,5000,14,46,200,100,86,,6
zdt1_interval,mopso,ls,0.05,5000,14,47,200,100,92,,5
zdt1_interval,mopso,ls,0.05,5000,14,48,200,100,116,,5
zdt1_interval,mopso,ls,0.05,5000,14,49,200,100,99,,5
zdt1_interval,mopso,ls,0.05,5000,15,1,100,100,55,,3
zdt1_interval,mopso,ls,0.05,5000,15,2,200,100,98,,5
zdt1_interval,mopso,ls,0.05,5000,15,3,200,100,100,,4
zdt1_interval,mopso,ls,0.05,5000,15,4,200,100,67,,5
zdt1_interval,mopso,ls,0.05,5000,15,5,200,100,81,,5
zdt1_interval,mopso,ls,0.05,5000,15,6,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,15,7,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,15,8,200,100,102,,5
zdt1_interval,mopso,ls,0.05,5000,15,9,200,100,112,,4
zdt1_interval,mopso,ls,0.05,5000,15,10,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,15,11,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,15,12,200,100,89,,5
zdt1_interval,mopso,ls,0.05,5000,15,13,200,100,109,,4
zdt1_interval,mopso,ls,0.05,5000,15,14,200,100,117,,5
zdt1_interval,mopso,ls,0.05,5000,15,15,200,100,102,,5
zdt1_interval,mopso,ls,0.05,5000,15,16,200,100,94,,5
zdt1_interval,mopso,ls,0.05,5000,15,17,200,100,94,,4
zdt1_interval,mopso,ls,0.05,5000,15,18,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,15,19,200,100,106,,4
zdt1_interval,mopso,ls,0.05,5000,15,20,200,100,102,,4
zdt1_interval,mopso,ls,0.05,5000,15,21,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,15,22,200,100,89,,6
zdt1_interval,mopso,ls,0.05,5000,15,23,200,100,96,,5
zdt1_interval,mopso,ls,0.05,5000,15,24,200,100,86,,4
zdt1_interval,mopso,ls,0.05,5000,15,25,200,100,87,,4
zdt1_interval,mopso,ls,0.05,5000,15,26,200,100,83,,5
zdt1_interval,mopso,ls,0.05,5000,15,27,200,100,97,,5
zdt1_interval,mopso,ls,0.05,5000,15,28,200,100,95,,6
zdt1_interval,mopso,ls,0.05,5000,15,29,200,100,87,,5
zdt1_interval,mopso,ls,0.05,5000,15,30,200,100,96,,6
zdt1_interval,mopso,ls,0.05,5000,15,31,200,100,101,,4
zdt1_interval,mopso,ls,0.05,5000,15,32,200,100,109,,4
zdt1_interval,mopso,ls,0.05,5000,15,33,200,100,99,,4
zdt1_interval,mopso,ls,0.05,5000,15,34,200,100,85,,5
zdt1_interval,mopso,ls,0.05,5000,15,35,200,100,81,,5
zdt1_interval,mopso,ls,0.05,5000,15,36,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,15,37,200,100,90,,5
zdt1_interval,mopso,ls,0.05,5000,15,38,200,100,97,,5
zdt1_interval,mopso,ls,0.05,5000,15,39,200,100,88,,5
zdt1_interval,mopso,ls,0.05,5000,15,40,200,100,95,,6
zdt1_interval,mopso,ls,0.05,5000,15,41,200,100,90,,4
zdt1_interval,mopso,ls,0.05,5000,15,42,200,100,77,,5
zdt1_interval,mopso,ls,0.05,5000,15,43,200,100,88,,5
zdt1_interval,mopso,ls,0.05,5000,15,44,200,100,102,,5
zdt1_interval,mopso,ls,0.05,5000,15,45,200,100,93,,5
zdt1_interval,mopso,ls,0.05,5000,15,46,200,100,80,,5
zdt1_interval,mopso,ls,0.05,5000,15,47,200,100,84,,6
zdt1_interval,mopso,ls,0.05,5000,15,48,200,100,88,,5
zdt1_interval,mopso,ls,0.05,5000,15,49,200,100,97,,4
zdt1_interval,nsga2,cw,0.05,5000,11,1,100,100,44,44,5
zdt1_interval,nsga2,cw,0.05,5000,11,2,200,100,50,50,7
zdt1_interval,nsga2,cw,0.05,5000,11,3,200,100,73,73,4
zdt1_interval,nsga2,cw,0.05,5000,11,4,200,100,87,87,5
zdt1_interval,nsga2,cw,0.05,5000,11,5,200,100,88,88,6
zdt1_interval,nsga2,cw,0.05,5000,11,6,200,100,113,100,5
zdt1_interval,nsga2,cw,0.05,5000,11,7,200,100,115,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,8,200,100,119,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,9,200,100,133,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,10,200,100,106,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,11,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,12,200,100,127,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,13,200,100,127,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,14,200,100,123,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,15,200,100,113,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,16,200,100,136,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,17,200,100,130,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,18,200,100,132,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,19,200,100,131,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,20,200,100,128,100,5
zdt1_interval,nsga2,cw,0.05,5000,11,21,200,100,130,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,22,200,100,119,100,5
zdt1_interval,nsga2,cw,0.05,5000,11,23,200,100,134,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,24,200,100,136,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,25,200,100,120,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,26,200,100,126,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,27,200,100,149,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,28,200,100,118,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,29,200,100,137,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,30,200,100,133,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,31,200,100,136,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,32,200,100,132,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,33,200,100,141,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,34,200,100,136,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,35,200,100,133,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,36,200,100,138,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,37,200,100,138,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,38,200,100,136,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,39,200,100,136,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,40,200,100,142,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,41,200,100,152,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,42,200,100,145,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,43,200,100,123,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,44,200,100,139,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,45,200,100,149,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,46,200,100,133,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,47,200,100,147,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,48,200,100,147,100,3
zdt1_interval,nsga2,cw,0.05,5000,11,49,200,100,138,100,4
zdt1_interval,nsga2,cw,0.05,5000,11,50,200,100,162,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,1,100,100,51,51,4
zdt1_interval,nsga2,cw,0.05,5000,12,2,200,100,76,76,6
zdt1_interval,nsga2,cw,0.05,5000,12,3,200,100,88,88,4
zdt1_interval,nsga2,cw,0.05,5000,12,4,200,100,95,95,5
zdt1_interval,nsga2,cw,0.05,5000,12,5,200,100,104,100,5
zdt1_interval,nsga2,cw,0.05,5000,12,6,200,100,101,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,7,200,100,111,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,8,200,100,111,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,9,200,100,105,100,5
zdt1_interval,nsga2,cw,0.05,5000,12,10,200,100,103,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,11,200,100,122,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,12,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,13,200,100,119,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,14,200,100,123,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,15,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,16,200,100,137,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,17,200,100,124,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,18,200,100,138,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,19,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,20,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,21,200,100,126,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,22,200,100,129,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,23,200,100,143,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,24,200,100,143,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,25,200,100,132,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,26,200,100,114,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,27,200,100,138,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,28,200,100,125,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,29,200,100,126,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,30,200,100,128,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,31,200,100,131,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,32,200,100,126,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,33,200,100,144,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,34,200,100,139,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,35,200,100,150,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,36,200,100,135,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,37,200,100,151,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,38,200,100,128,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,39,200,100,134,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,40,200,100,138,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,41,200,100,147,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,42,200,100,126,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,43,200,100,140,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,44,200,100,140,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,45,200,100,141,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,46,200,100,148,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,47,200,100,159,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,48,200,100,141,100,3
zdt1_interval,nsga2,cw,0.05,5000,12,49,200,100,151,100,4
zdt1_interval,nsga2,cw,0.05,5000,12,50,200,100,144,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,1,100,100,35,35,6
zdt1_interval,nsga2,cw,0.05,5000,13,2,200,100,56,56,8
zdt1_interval,nsga2,cw,0.05,5000,13,3,200,100,68,68,5
zdt1_interval,nsga2,cw,0.05,5000,13,4,200,100,101,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,5,200,100,117,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,6,200,100,126,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,7,200,100,124,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,8,200,100,138,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,9,200,100,132,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,10,200,100,125,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,11,200,100,95,95,4
zdt1_interval,nsga2,cw,0.05,5000,13,12,200,100,129,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,13,200,100,113,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,14,200,100,123,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,15,200,100,110,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,16,200,100,118,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,17,200,100,106,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,18,200,100,114,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,19,200,100,123,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,20,200,100,122,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,21,200,100,130,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,22,200,100,126,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,23,200,100,124,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,24,200,100,123,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,25,200,100,120,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,26,200,100,120,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,27,200,100,116,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,28,200,100,133,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,29,200,100,137,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,30,200,100,138,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,31,200,100,140,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,32,200,100,128,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,33,200,100,122,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,34,200,100,141,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,35,200,100,135,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,36,200,100,144,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,37,200,100,147,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,38,200,100,145,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,39,200,100,135,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,40,200,100,142,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,41,200,100,120,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,42,200,100,128,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,43,200,100,132,100,5
zdt1_interval,nsga2,cw,0.05,5000,13,44,200,100,141,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,45,200,100,149,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,46,200,100,130,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,47,200,100,147,100,3
zdt1_interval,nsga2,cw,0.05,5000,13,48,200,100,141,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,49,200,100,145,100,4
zdt1_interval,nsga2,cw,0.05,5000,13,50,200,100,146,100,3
zdt1_interval,nsga2,cw,0.05,5000,14,1,100,100,41,41,4
zdt1_interval,nsga2,cw,0.05,5000,14,2,200,100,57,57,8
zdt1_interval,nsga2,cw,0.05,5000,14,3,200,100,72,72,5
zdt1_interval,nsga2,cw,0.05,5000,14,4,200,100,79,79,5
zdt1_interval,nsga2,cw,0.05,5000,14,5,200,100,103,100,5
zdt1_interval,nsga2,cw,0.05,5000,14,6,200,100,107,100,5
zdt1_interval,nsga2,cw,0.05,5000,14,7,200,100,119,100,4
zdt1_interval,nsga2,cw,0.05,5000,14,8,200,100,115,100,4
zdt1_interval,nsga2,cw,0.05,5000,14,9,200,100,120,100,4
zdt1_interval,nsga2,cw,0.05,5000,14,10,200,100,111,100,5
zdt1_interval,nsga2,cw,0.05,5000,14,11,200,100,104,100,5
zdt1_interval,nsga2,cw,0.05,5000,14,12,200,100,123,100,5
zdt1_interval,nsga2,cw,0.05,5000,14,13,200,100,135,100,4
